id,title,genres,imdb_id,year
533,"Shadow, The",Action|Adventure|Fantasy|Mystery,111143,1994
534,Shadowlands,Drama|Romance,108101,1993
535,Short Cuts,Drama,108122,1993
536,"Simple Twist of Fate, A",Drama,111194,1994
537,Sirens,Drama,111201,1994
538,Six Degrees of Separation,Drama,108149,1993
539,Sleepless in Seattle,Comedy|Drama|Romance,108160,1993
540,Sliver,Thriller,108162,1993
541,Blade Runner,Action|Sci-Fi|Thriller,83658,1982
542,Son in Law,Comedy|Drama|Romance,108186,1993
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,108174,1993
544,Striking Distance,Action|Crime,108238,1993
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,108255,1993
547,Surviving the Game,Action|Adventure|Thriller,111323,1994
548,Terminal Velocity,Action|Mystery|Thriller,111400,1994
549,Thirty-Two Short Films About Glenn Gould,Drama|Musical,108328,1993
550,Threesome,Comedy|Romance,111418,1994
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,107688,1993
552,"Three Musketeers, The",Action|Adventure|Comedy|Romance,108333,1993
553,Tombstone,Action|Drama|Western,108358,1993
555,True Romance,Crime|Thriller,108399,1993
556,"War Room, The",Documentary,108515,1993
558,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy,110763,1994
562,Welcome to the Dollhouse,Comedy|Drama,114906,1995
563,Germinal,Drama|Romance,107002,1993
564,Chasers,Comedy,109403,1994
567,Kika,Comedy|Drama,107315,1993
568,Bhaji on the Beach,Comedy|Drama,106408,1993
569,Little Big League,Comedy|Drama,110363,1994
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,107225,1992
574,Spanking the Monkey,Comedy|Drama,111252,1994
575,"Little Rascals, The",Children|Comedy,110366,1994
577,Andre,Adventure|Children|Drama,109120,1994
579,"Escort, The (Scorta, La)",Crime|Thriller,108059,1993
580,Princess Caraboo,Drama,110892,1994
581,"Celluloid Closet, The",Documentary,112651,1995
583,Dear Diary (Caro Diario),Comedy|Drama,109382,1994
585,"Brady Bunch Movie, The",Comedy,112572,1995
586,Home Alone,Children|Comedy,99785,1990
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,99653,1990
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,103639,1992
589,Terminator 2: Judgment Day,Action|Sci-Fi,103064,1991
590,Dances with Wolves,Adventure|Drama|Western,99348,1990
592,Batman,Action|Crime|Thriller,96895,1989
593,"Silence of the Lambs, The",Crime|Horror|Thriller,102926,1991
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,29583,1937
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,101414,1991
596,Pinocchio,Animation|Children|Fantasy|Musical,32910,1940
